"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 00:00","2021","12","01","00:00","-1.6","","-2.0","","97","","0.0","","17","","18","","","","97.57","","","","-7","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 01:00","2021","12","01","01:00","-0.6","","-1.1","","97","","0.0","","18","","16","","","","97.54","","","","-5","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 02:00","2021","12","01","02:00","-0.2","","-0.7","","96","","0.0","","20","","11","","","","97.47","","","","-4","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 03:00","2021","12","01","03:00","0.0","","-0.7","","94","","0.0","","25","","12","","","","97.44","","","","-4","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 04:00","2021","12","01","04:00","-0.5","","-1.3","","94","","0.0","","26","","14","","","","97.36","","","","-5","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 05:00","2021","12","01","05:00","-0.5","","-1.2","","95","","0.0","","24","","13","","","","97.30","","","","-5","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 06:00","2021","12","01","06:00","0.0","","-1.2","","92","","0.0","","25","","13","","","","97.31","","","","-4","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 07:00","2021","12","01","07:00","-0.3","","-1.4","","92","","0.0","","19","","9","","","","97.13","","","","-3","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 08:00","2021","12","01","08:00","-0.2","","-1.2","","93","","0.0","","22","","12","","","","97.08","","","","-4","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 09:00","2021","12","01","09:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 10:00","2021","12","01","10:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 11:00","2021","12","01","11:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 12:00","2021","12","01","12:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 13:00","2021","12","01","13:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 14:00","2021","12","01","14:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 15:00","2021","12","01","15:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 16:00","2021","12","01","16:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 17:00","2021","12","01","17:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 18:00","2021","12","01","18:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 19:00","2021","12","01","19:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 20:00","2021","12","01","20:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 21:00","2021","12","01","21:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 22:00","2021","12","01","22:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-01 23:00","2021","12","01","23:00"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-02 00:00","2021","12","02","00:00","-0.6","","-3.0","","84","","0.0","","33","","27","","","","97.56","","","","-7","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-02 01:00","2021","12","02","01:00","-1.1","","-3.7","","83","","0.0","","33","","24","","","","97.68","","","","-7","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-02 02:00","2021","12","02","02:00","-2.0","","-4.1","","86","","0.0","","33","","23","","","","97.80","","","","-8","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-02 03:00","2021","12","02","03:00","-2.8","","-4.9","","85","","0.0","","34","","18","","","","97.91","","","","-8","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-02 04:00","2021","12","02","04:00","-2.7","","-5.3","","83","","0.0","","35","","18","","","","98.01","","","","-8","","NA"
"-97.25","49.92","WINNIPEG A CS","502S001","2021-12-02 05:00","2021","12","02","05:00","-3.0","","-5.6","","82","","0.0","","33","","20","","","","98.14","","","","-9","","NA"
